id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
1739398,colourful and creative apartement,9134148,Julie,,Sagene,59.94168101,10.75278114,Entire home/apt,702,2,1,29/10/2013,0.02,1,275
1748619,45 m2 apartment,9201535,Gard,,Sagene,59.94206406,10.75878152,Entire home/apt,499,4,3,29/04/2017,0.06,1,0
1752709,Charming room with your own balcony,8608376,Trine,,Frogner,59.92363073,10.72053611,Private room,677,2,32,18/09/2018,0.55,2,89
1758800,Spacious room in central loft apt.,8367162,Suzanne & Rodney,,Gamle Oslo,59.9059745,10.76660525,Private room,719,1,87,15/08/2018,1.6,1,320
1760403,Prime location w/ balcony & garden,425562,Johan,,St. Hanshaugen,59.93138588,10.73917907,Entire home/apt,846,30,1,02/12/2014,0.02,2,334
1763046,Comfortable bed next to the forest!,9267185,Veronica,,Østensjø,59.86421377,10.83606307,Private room,499,2,6,06/07/2015,0.11,1,362
1771222,Huge room * recommended * Vigeland Sculpture park,7121844,Line K.,,Frogner,59.91972108,10.704842,Private room,499,1,135,27/09/2018,2.2,2,312
1803730,Quiet/double rom central/Oslo/near metro/Majorstua,1824435,Goga,,Frogner,59.9316933,10.70961172,Private room,398,1,66,17/10/2018,1.11,5,345
1808457,Cosy 4 rooms in quiet aera in Oslo,7012964,Jo,,Gamle Oslo,59.90622572,10.78562848,Entire home/apt,1150,3,29,26/08/2018,0.52,1,14
1810472,Great location w/ private terrace,9485309,Øystein,,Grünerløkka,59.9212599,10.75161594,Entire home/apt,702,2,54,24/10/2016,1.15,1,0
1836731,"Beautiful and cosy, central oslo ",1221776,Rannveig & Johan,,Sagene,59.93580691,10.75421792,Entire home/apt,837,2,109,15/11/2018,1.9,1,342
1846637,Flat in an old red wooden house ,9646593,Britta & Caren,,Vestre Aker,59.9563075,10.6931608,Entire home/apt,922,2,44,04/11/2018,0.93,1,285
1846977,Cosy loft in the heart of Oslo,9648187,Lia,,St. Hanshaugen,59.91467279,10.75339131,Private room,541,2,73,25/05/2017,1.19,1,31
1849845,Amazing view close to city center,7970793,Inga Marie,,Gamle Oslo,59.9159076,10.77195864,Private room,592,20,15,11/06/2017,0.25,2,0
1850416,,9664326,Elise,,Frogner,59.91258362,10.71319007,Private room,448,2,0,,,1,143
1854836,Convenient in the best area of Oslo,709908,Greta,,Vestre Aker,59.94568831,10.69894274,Entire home/apt,795,3,9,09/06/2018,0.15,1,29
1860630,"Bright, charming and spacious :)",8491253,Vibeche,,St. Hanshaugen,59.93287789,10.73330281,Entire home/apt,998,2,8,31/10/2015,0.13,1,0
1878209,Opera Square Luxury Suite (Barcode),9519445,Christian,,Gamle Oslo,59.90824322,10.75822341,Entire home/apt,2504,5,1,08/06/2015,0.02,1,364
1882452,Design apartment nice neighborhood,1772813,Mari & Stephan,,Sagene,59.93605022,10.77668728,Entire home/apt,719,3,2,12/05/2014,0.03,1,136
1889655,2 bedroom central spacious flat - Balcony - View,9826756,Joachim,,Nordstrand,59.90082562,10.79525016,Entire home/apt,1387,3,10,06/11/2017,0.17,1,175
1893826,Comfortable and central apartment ,9842668,Irina,,Gamle Oslo,59.9147875,10.76845275,Entire home/apt,1201,2,1,26/09/2015,0.03,3,0
1902067,PERFECT APARTMENT FOR 1-4 PEOPLE!,9873133,Erlend,,Frogner,59.9265526,10.73009633,Entire home/apt,998,1,70,22/07/2015,1.17,1,0
1904314,Rooftop apartment downtown,9885740,Arne,,Gamle Oslo,59.91240264,10.76383161,Entire home/apt,1201,2,8,17/06/2018,0.2,1,309
1907766,"Big 5BR loft, 120 sqm, Grünerløkka, w/ terrace.",9900413,Anniken,,Grünerløkka,59.926769,10.76149218,Entire home/apt,1802,3,2,04/08/2016,0.07,1,0
1915723,"Comfortable, spacious and homely apartment!",9935417,Marit & Paul,,Gamle Oslo,59.90941639,10.77391502,Entire home/apt,702,1,38,19/08/2018,0.68,1,80
1944730,YOUR home in central Oslo!,6211534,Daniel James,,St. Hanshaugen,59.9164744,10.74738345,Private room,753,1,145,28/10/2018,20.52,1,67
1953650,Cosy 3-rooms apart. in Oslo center,10067032,Kestas,,Gamle Oslo,59.91135045,10.76155205,Entire home/apt,778,1,254,28/09/2018,4.18,1,365
1955308,Studio loft in best neighborhood,7067444,Liv,,Frogner,59.92266785,10.71872825,Entire home/apt,897,2,18,15/08/2018,0.43,1,0
1968234,New flat with a fantastic view,6343586,,,Grünerløkka,59.93055698,10.78806337,Entire home/apt,880,3,48,16/09/2018,0.87,1,197
1969573,Beautiful Upper Westside Apartment,1585650,Heidi,,Frogner,59.92040176,10.70732572,Entire home/apt,804,2,271,18/11/2018,4.56,1,331
1983212,Summer in Oslo? Cosy place for 2!,8862113,Karin,,Sagene,59.92995801,10.75230195,Entire home/apt,702,4,0,,,1,0
1999509,Cozy central - Grünerløkka,10300607,Trond Vika,,Grünerløkka,59.928292,10.75715123,Private room,448,4,29,01/05/2018,0.53,2,239
2005308,Charming apartment with stunning view,6571100,Øystein,,Gamle Oslo,59.91490545,10.76911509,Entire home/apt,7003,1,9,25/10/2018,0.33,1,178
2020761,Cozy Apartment in the heart of Oslo,10386844,Preben & Michelle,,Grünerløkka,59.91818019,10.76281986,Private room,601,2,363,04/11/2018,6.05,1,302
2021298,Families welcome!,10412406,Anne,,Søndre Nordstrand,59.83594595,10.78785504,Entire home/apt,871,3,30,01/08/2018,0.5,1,42
2023735,Holmenkollen - on top of the hill,8459517,Per Henrik,,Vestre Aker,59.96193524,10.67194774,Entire home/apt,1193,2,13,04/08/2018,0.62,1,22
2025295,"Hammock, sleeping bag & warm shower",10405721,Claudia,,St. Hanshaugen,59.91857044,10.75062662,Shared room,203,1,5,25/08/2016,0.18,3,0
2031372,Modern and central apartment in Oslo,10429904,Mari,,Sagene,59.94167116,10.77367338,Entire home/apt,694,2,9,11/11/2018,0.16,1,57
2045598,Mint condition - Great location,8801749,Erik,,St. Hanshaugen,59.91773535,10.74559042,Entire home/apt,804,2,52,09/10/2018,0.87,1,0
2047593,"Amazing, chic, large and central apt. with balcony",10497091,Åse Emily,,Gamle Oslo,59.91215178,10.7733977,Entire home/apt,998,3,5,30/03/2018,0.18,1,0
2065884,3 rooms apartment in Grünerløkka,10490183,Bård Eivind,,Grünerløkka,59.92216445,10.77245151,Entire home/apt,804,3,13,15/03/2016,0.28,2,0
2065913,"Near city , nice and comfortable!",10567714,Beate,,Sagene,59.93606017,10.77107534,Entire home/apt,601,3,9,15/08/2016,0.16,1,0
2082189,Cozy sofabed/couchsurfing/near metro Majorstuen,1824435,Goga,,Frogner,59.93177191,10.7116064,Shared room,296,1,80,09/11/2018,1.5,5,364
2085441,Modern 50m2 at St. Hanshaugen,5956464,Kristina,,St. Hanshaugen,59.93428062,10.74312017,Entire home/apt,787,1,0,,,1,0
2085646,Big House LovelyGarden near City and Ekebergsletta,10650377,Annette,,Nordstrand,59.89141312,10.79765447,Entire home/apt,1996,5,2,24/06/2018,0.13,1,0
2094879,The perfect apartment in the center,1341007,Christine,,Grünerløkka,59.92441613,10.75244006,Private room,584,2,230,19/11/2018,3.87,2,148
2104014,"Big appartment , nice location =)",3995720,Christer,,St. Hanshaugen,59.92474191,10.74460868,Shared room,550,2,1,04/02/2016,0.03,2,0
2118699,Nice single bedroom,10803236,Debbie,,Sentrum,59.91427888,10.7526053,Private room,347,1,0,,,2,0
2118966,"spacious (50sqm), central & quiet ",10804348,Helge,,Gamle Oslo,59.91525445,10.7725152,Entire home/apt,651,4,8,22/10/2017,0.15,1,340
2123485,Private doublebed ROOM in fresh condo near OPERA,4580330,Ole,,Gamle Oslo,59.90344526,10.75485719,Private room,626,2,201,18/11/2018,3.72,2,32
2129960,Lovely apartment in central Oslo,10317000,Evelyn,,Grünerløkka,59.92014272,10.76509316,Entire home/apt,787,3,5,09/08/2015,0.1,1,0
2131363,Central and charming apartment,10874217,Guro,,Grünerløkka,59.91628741,10.77015571,Entire home/apt,702,2,5,31/07/2018,0.18,2,0
2134612,"Cosy, family-friendly, parks, Oslo",10892344,Nina,,Ullern,59.92530386,10.69120049,Entire home/apt,1066,4,14,09/08/2018,0.35,1,0
2136828,Charming and spacious villa in Oslo,10905097,Sigrun,,Nordstrand,59.88067968,10.78172073,Entire home/apt,2504,4,2,06/07/2015,0.04,2,20
2148651,In the middle of everything in Oslo,7143174,Kirsten,,St. Hanshaugen,59.93346711,10.74340754,Entire home/apt,601,6,62,24/10/2018,1.14,1,5
2159013,New two bedroom topfloor with awesome view!,2490919,Vidar Singh,,Gamle Oslo,59.910822,10.77695076,Entire home/apt,1201,3,32,23/09/2018,2.95,1,1
2159310,"Lovely stay in central Oslo, perfect location",10976794,Yuan,,Frogner,59.91300429,10.72397653,Private room,364,2,1,05/11/2018,1,1,31
2172737,Supercentral flat with a roof top,11084778,Siw,,St. Hanshaugen,59.91783437,10.75322057,Entire home/apt,787,3,69,01/11/2018,1.89,2,27
2173440,Sjarmerende og klassisk leilighet,4268035,Kari,,St. Hanshaugen,59.92773668,10.74829285,Entire home/apt,998,2,42,23/09/2018,0.76,1,304
2175783,Central in Oslo with panoramic view,8985747,Kari-Anne & Inge,,St. Hanshaugen,59.93047028,10.7466535,Entire home/apt,727,2,146,12/10/2018,2.51,1,168
2176374,Spacious stylish penthouse :),11100355,Ellen,,Grünerløkka,59.92662052,10.76215409,Entire home/apt,964,28,17,03/06/2018,0.3,1,339
2205917,Central spacious 3 bed rooms best fjord view,10291807,Catherine,,Nordstrand,59.89068944,10.77242769,Entire home/apt,1802,5,37,18/08/2018,0.93,2,131
2206196,"Sunny, Big loft w. balcony at Grünerløkka",6596960,Ingrid Kleiva,,Grünerløkka,59.92396929,10.76765149,Entire home/apt,804,5,3,10/11/2016,0.05,1,0
2213488,Centrally located and cosy apart.,9845521,Carine,,St. Hanshaugen,59.93191604,10.74897181,Entire home/apt,651,4,16,01/07/2018,0.28,1,145
2224541,Oslo. Studioleilighet med balkong.,11352405,Kari,,Frogner,59.92620637,10.71425625,Entire home/apt,804,2,39,17/10/2017,0.88,1,252
2225033,Great 1 bedroom apartment,11353606,Tuva,,Sagene,59.94507581,10.77729002,Entire home/apt,550,4,11,02/11/2018,0.96,1,320
2230300,Cozy and practical room in the middle of the city,11383927,Eirik,,Gamle Oslo,59.9110629,10.76334674,Private room,448,2,104,08/11/2018,7.03,1,56
2230483,Cosy 2 bedroom apartment,11384782,Victoria,,Frogner,59.91860899,10.71857616,Entire home/apt,804,2,3,28/04/2014,0.05,1,0
2231581,Classic 2 br Grünerløkka apartment,11389816,Philip,,Grünerløkka,59.9232918,10.76581046,Private room,1150,4,34,28/06/2018,0.58,1,0
2239540,Awesome 2 floor townhouse 100 m2 ,11436912,Rune,,Grünerløkka,59.92009983,10.78565085,Entire home/apt,1252,4,0,,,1,40
2240825,Your own private flat in cozy home ,2000939,Hilde,,Vestre Aker,59.95396062,10.69561372,Entire home/apt,651,1,7,19/06/2015,0.13,7,0
2242484,Lys leilighet på Tøyen,8943308,Liv,,Gamle Oslo,59.90940795,10.77617057,Entire home/apt,702,1,0,,,1,0
2246523,Upgraded apt in central location with 2 bedrooms,11473841,Mats,,Grünerløkka,59.91901797,10.76510754,Entire home/apt,998,2,9,06/09/2017,0.56,2,0
2246531,"Beautiful, Quiet Apartment in the Heart of Oslo",923163,Karsten,,Frogner,59.93098988,10.72247145,Entire home/apt,846,4,17,26/06/2017,0.29,1,0
2255226,"Summertime in Norway, Oslo 2017",11516779,Laila,,Vestre Aker,59.95317305,10.65078467,Private room,448,1,20,04/11/2018,0.48,2,30
2260782,Beautiful apt. in the city centre!,11544398,Ida Isabelle,,St. Hanshaugen,59.92313742,10.74301804,Entire home/apt,1015,1,6,20/06/2015,0.12,1,138
2281280,Cozy apartment in the city centre,11650906,Sofie,,St. Hanshaugen,59.9191689,10.74938899,Entire home/apt,804,2,11,31/08/2018,0.21,1,111
2285915,Modern apartment near city centre  ,11678663,Håvard,,Grünerløkka,59.92589514,10.7565271,Entire home/apt,753,3,1,03/06/2014,0.02,1,323
2290554,"Nice and spacious apartment, 65 sqm",11701071,Marit,,Gamle Oslo,59.91116033,10.7767799,Entire home/apt,702,2,15,20/10/2018,0.37,1,347
2299009,Praktisk leilighet midt i smørøyet,11743641,Mette,,Gamle Oslo,59.91201692,10.77165489,Entire home/apt,804,5,17,22/05/2016,0.3,1,0
2304023,New funkis house in attractive area,1934991,Christoffer And Hanne,,Ullern,59.92157755,10.63177849,Entire home/apt,1548,6,3,17/08/2018,0.07,1,206
2306439,"Nice & functional flat, near centre",11780279,Margrethe,,Grünerløkka,59.93043182,10.77841645,Entire home/apt,753,2,0,,,1,0
2307805,"Exclusive, 115 m2, best location",9334711,Andreas,,Frogner,59.92480213,10.71920512,Entire home/apt,888,2,80,01/11/2018,1.45,1,94
2309225,Modern apartment with balcony.,11548568,Per,,Gamle Oslo,59.90980713,10.79226205,Shared room,254,2,113,05/11/2018,2.01,1,360
2313580,Very central next to Royal palace,11716687,Bjørnar,,Frogner,59.9136068,10.72131601,Entire home/apt,947,3,169,05/03/2017,3.09,2,8
2338487,Seaside - Close to the Opera and Central st,11943437,Henning,,Gamle Oslo,59.90174051,10.75281575,Entire home/apt,787,2,159,16/11/2018,3.79,3,14
2341732,"Central, quiet townhouse w. garden, sleeps 6-7",10191219,Cecilie,,Gamle Oslo,59.91216774,10.76712258,Entire home/apt,981,2,33,23/10/2018,2.07,1,90
2353024,Cozy room - next to BI Oslo/Nydalen,12017443,Helen,,Sagene,59.94588896,10.76771019,Private room,482,1,88,09/11/2018,1.91,1,341
2363382,Utsiktsleilighet,12071950,Wenche,,Ullern,59.92705268,10.68896796,Private room,499,1,13,09/09/2018,0.24,1,365
2365384,Spacious room - cool Grünerløkka,12082284,Petri,,Grünerløkka,59.91939338,10.75962905,Private room,499,2,197,05/11/2018,3.44,2,161
2378906,Great location near beach and city,12152408,Ingeborg/Erik,,Frogner,59.90620643,10.69149768,Entire home/apt,1802,3,16,01/08/2018,0.3,1,365
2382287,"Quiet, central and modern",12171019,Rannveig,,Gamle Oslo,59.91387803,10.78389703,Entire home/apt,863,2,8,02/07/2018,0.14,1,363
2398753,Double room in the heart of Oslo,1875826,David,,St. Hanshaugen,59.9247978,10.7422373,Private room,423,1,4,19/10/2018,1.18,2,365
2430967,"Gorgeously designed, great location",1882110,Marthe,,Frogner,59.92282221,10.73172637,Entire home/apt,1015,1,144,11/10/2018,2.56,3,2
2441513,"Charming, central&quiet, w/balcony",4023052,Lisa,,Gamle Oslo,59.9147332,10.77141221,Entire home/apt,601,5,30,30/04/2018,0.54,1,0
2444934,A Room with a View,375120,Stian,,Gamle Oslo,59.91437804,10.76959006,Private room,482,3,72,24/09/2018,1.25,2,82
2455352,"Stunning, green view in urban location",375120,Stian,,Gamle Oslo,59.91420172,10.7707356,Entire home/apt,770,3,27,20/08/2018,0.48,2,6
2455583,Cosy apartment - Great Location,8929098,Silje,,Gamle Oslo,59.91479029,10.78298673,Entire home/apt,753,10,12,25/08/2017,0.43,1,51
2480937,Oslo colorful room w. breakfast & bikes =),2420614,Melissa & Joao,,Grünerløkka,59.92271977,10.77394253,Private room,617,2,89,21/10/2018,1.61,2,339
2481695,Comfy Olive Green Room- share kitchen/bathroom.,4428499,David,,Gamle Oslo,59.91616906,10.76507561,Private room,347,2,21,18/11/2018,0.39,1,310
2485281,"Location, location, location!",3104494,Arvid,,St. Hanshaugen,59.922536,10.73843666,Private room,499,1,46,15/10/2018,0.82,1,113
2489686,Central & cosy apartment in quiet location.,12743686,Virginia,,Grünerløkka,59.91961797,10.76608429,Entire home/apt,465,2,7,28/10/2018,1.06,1,0
2491795,Unique design in trendy Grünerløkka,12582083,Henning,,Grünerløkka,59.92446958,10.76092346,Private room,414,1,111,15/11/2018,2.41,1,59
2506835,Centrally located in city center,12250025,Anne,,Frogner,59.91925614,10.72518624,Entire home/apt,753,1,81,04/11/2018,2.05,1,177
2514369,Central with magical view! Balcony.,12870482,Iren,,Gamle Oslo,59.9120517,10.77713415,Entire home/apt,897,2,42,24/08/2018,0.76,1,362
2548576,Comfortable Elegant flat,12958936,Sahar,,Frogner,59.91898747,10.71899052,Entire home/apt,3256,7,0,,,1,364
2555247,Romslig leilighet på Grünerløkka,13084170,Anja,,Grünerløkka,59.93046985,10.76246363,Entire home/apt,897,4,40,23/09/2018,0.9,1,334
2557037,Hos Helle,13092018,Helle,,Gamle Oslo,59.91535168,10.77453977,Entire home/apt,804,4,3,13/09/2017,0.06,1,362
2559634,Cozy 3 bedroom apartment near to public transport,12695732,Felipe,,Østensjø,59.90454809,10.84625592,Entire home/apt,677,4,0,,,1,51
2563057,Beautiful and quiet apartment with sunny balcony,9368038,Lars,,Grünerløkka,59.92766606,10.75794934,Entire home/apt,651,5,7,11/11/2017,0.4,1,0
2570673,Charming Room 20m Near Metro,13134391,Daniel,,Grünerløkka,59.92545832,10.77871146,Private room,237,1,0,,,1,0
2576252,"Big Factory Style Ap, 2 bedrooms and balcony",12836603,Line Iren,,Grünerløkka,59.92998258,10.7783262,Entire home/apt,939,2,114,15/07/2018,2.02,1,58
2587679,Solfylt og hyggelig leilighet.,8317042,Kjersti,,St. Hanshaugen,59.93350312,10.72965446,Entire home/apt,601,3,6,14/08/2018,0.19,1,0
2588091,Cosy apt with balcony in Old Town,13252196,Øyvind,,Gamle Oslo,59.91124507,10.78495896,Entire home/apt,1032,2,4,03/06/2014,0.07,1,0
2592517,"Central and charming, Grünerløkka!",11764560,Sverre,,Sagene,59.92976077,10.76098638,Entire home/apt,601,5,4,29/08/2018,0.07,1,0
2598800,Panoramic view - 10 min from city! ,13307822,Nina,,Østensjø,59.90483679,10.81101132,Entire home/apt,1201,5,2,02/08/2015,0.04,1,80
2603225,"Nice, independent studio.",13330859,Monica,,Nordre Aker,59.9419981,10.73348947,Private room,964,1,0,,,1,358
2604460,Ambiose Bed & Breakfast,13338894,Anne Marit,,Østensjø,59.8880036,10.84826011,Private room,753,1,0,,,2,364
2618119,Modern Luxury Home in Oslo West,7246980,Rune,,Vestre Aker,59.94763081,10.67486254,Entire home/apt,2504,1,7,07/09/2017,0.13,3,364
2632867,Fully equipped and modern flat with bath tub,13483242,Marte,,Grünerløkka,59.92605509,10.7814693,Entire home/apt,753,2,31,25/08/2018,1.17,1,0
2633519,Super central with sunny balcony!,81324,Itonje,,Gamle Oslo,59.90526354,10.77023888,Entire home/apt,550,7,16,08/09/2018,0.31,1,265
2659978,"4 BR, 2 bath, Posh area city center",13330377,Sissel,,Frogner,59.92983206,10.71269228,Entire home/apt,1802,4,35,10/08/2018,0.74,5,0
2661705,Egen leilighet ved T-bane og skogen,13624948,Arne,,Østensjø,59.88439132,10.84335215,Entire home/apt,601,2,120,18/10/2018,3.97,1,351
2668294,Oslo room w. breakfast & bikes =),2420614,Melissa & Joao,,Grünerløkka,59.92418534,10.77370876,Private room,372,2,41,25/08/2018,0.73,2,354
2671495,Bright & spacious artist apartment,6167447,Jorgen,,Sagene,59.93088009,10.75021572,Entire home/apt,702,5,0,,,1,0
2675347,Small & Cozy Studio Apartment,3991874,Sunnie,,Frogner,59.91653899,10.71162374,Entire home/apt,364,2,8,18/03/2018,0.23,1,0
2688719,Super central and charming apartment,6526314,Ida,,St. Hanshaugen,59.91937234,10.75026085,Private room,804,2,14,11/07/2018,0.5,1,8
2693360,Cozy apartment on the very best Frogner.,13784197,Lise,,Frogner,59.91772437,10.71147391,Entire home/apt,1201,4,10,04/08/2018,0.35,1,101
2700498,Super central charming appartment,6106495,Cathrine,,Grünerløkka,59.92854376,10.7641045,Entire home/apt,550,2,18,06/09/2018,0.35,1,145
2717818,Beautiful two Bedroom Grünerløkka  apt#19,10676714,Gustav,,Grünerløkka,59.92845672,10.77371299,Entire home/apt,702,1,245,04/11/2018,4.6,6,53
2720685,Large townhouse in Oslo,13894845,Tore & Tone,,Grünerløkka,59.91927703,10.78611752,Entire home/apt,1802,3,30,11/08/2018,0.54,1,4
2722313,"Cosy, spacious full home in Oslo",13929720,Anniken,,Østensjø,59.86356884,10.83433618,Entire home/apt,702,2,1,06/07/2018,0.22,1,0
2729104,Central w.sunny balcony and 2 bikes,12544671,Patricia And Janne,,Gamle Oslo,59.91406227,10.76018564,Entire home/apt,947,2,21,08/07/2018,0.38,1,17
2736967,Appartment with seaview and beach ,14003959,Guro,,Nordstrand,59.86708118,10.77517615,Entire home/apt,1159,3,67,04/10/2018,1.28,1,353
2738574,"Central apartment in Oslo , 33 sqm.",14012849,Heidi Kristin,,Grünerløkka,59.92012611,10.75052346,Entire home/apt,804,365,36,26/08/2017,0.68,1,0
2749121,Nice apartment in the center ofOslo,14065825,Henriette,,St. Hanshaugen,59.92072552,10.74684725,Entire home/apt,1100,1,92,18/11/2018,1.69,1,316
2759585,Beautiful apartment in Oslo-for 2 persons or more,12691870,Mirjana,,St. Hanshaugen,59.91607506,10.75386935,Entire home/apt,1996,2,16,13/03/2018,1,1,110
